Country,Management,Location,Plot,Replication,BLK,Pedigree,Entry,YLD,AD,ASI,rEPP,nP,EA
Kenya,Low Nitrogen,Kakamega Low N,15,1,3,DH01,30,3.647390476,90,2,0.878787879,33,3.5
Kenya,Low Nitrogen,Kakamega Low N,16,1,4,ECAVL1-#,22,3.855141732,76,5,1.09375,32,2.5
Kenya,Low Nitrogen,Kakamega Low N,17,1,4,ECAVL2-#,23,6.4052361,79,2,1.028571429,35,2
Kenya,Low Nitrogen,Kakamega Low N,18,1,4,ECAVL2/ECAVL16,7,4.831923955,77,4,1.185185185,27,3.5
Kenya,Low Nitrogen,Kakamega Low N,19,1,4,ECAVL1/ECAVL16-STR,3,5.655211828,76,2,1.114285714,35,3
Kenya,Low Nitrogen,Kakamega Low N,20,1,4,ECAVL16-STR/NIP25,18,6.330196172,75,3,1.117647059,34,2.5
Kenya,Low Nitrogen,Kakamega Low N,21,1,5,ECAVL18-#,27,4.602146249,76,2,1.290322581,31,3
Kenya,Low Nitrogen,Kakamega Low N,22,1,5,ECAVL1/ECAVL17,4,5.247505415,79,2,1.058823529,34,2.5
Kenya,Low Nitrogen,Kakamega Low N,23,1,5,ECAVL2/ECAVL18,10,5.691290993,76,5,1.166666667,30,2
Kenya,Low Nitrogen,Kakamega Low N,24,1,5,ECAVL1/ECAVL16,2,4.602501515,75,6,1.03125,32,2.5
Kenya,Low Nitrogen,Kakamega Low N,25,1,5,ECAVL1/ECAVL2,1,5.499526676,79,2,1.25,28,2
Kenya,Low Nitrogen,Kakamega Low N,26,1,6,ECAVL16/ECAVL18,14,4.36719746,75,6,1.458333333,24,2.5
Kenya,Low Nitrogen,Kakamega Low N,27,1,6,ECAVL2/NIP25,11,6.202340136,76,5,1.147058824,34,2
Kenya,Low Nitrogen,Kakamega Low N,28,1,6,ECAVL1/NIP25,6,4.588843537,75,12,1.28,25,2
Kenya,Low Nitrogen,Kakamega Low N,29,1,6,ECAVL2/ECAVL16-STR,8,5.973134803,79,0,1.117647059,34,2.5
Kenya,Low Nitrogen,Kakamega Low N,30,1,6,ECAVL16-STR/ECAVL18,17,5.243005388,79,2,1.121212121,33,2.5
Kenya,Low Nitrogen,Kakamega Low N,31,2,7,ECAVL16-STR/ECAVL17,16,3.6992,79,6,0.885714286,35,3.5
Kenya,Low Nitrogen,Kakamega Low N,32,2,7,ECAVL1/ECAVL16-STR,3,4.733515465,76,5,0.945945946,37,2.5
Kenya,Low Nitrogen,Kakamega Low N,33,2,7,ECAVL16/ECAVL18,14,4.080320726,76,5,1.03125,32,3
Kenya,Low Nitrogen,Kakamega Low N,34,2,7,ECAVL1/ECAVL16,2,3.082459429,75,6,0.970588235,34,3
Kenya,Low Nitrogen,Kakamega Low N,35,2,7,CML202/CML395/CML312-RE,29,1.517693388,85,5,0.928571429,14,3.5
Kenya,Low Nitrogen,Kakamega Low N,36,2,8,ECAVL2/ECAVL16,7,4.679041451,77,4,1,33,2
Kenya,Low Nitrogen,Kakamega Low N,37,2,8,ECAVL16-STR/ECAVL18,17,3.983945143,79,2,0.939393939,33,3
Kenya,Low Nitrogen,Kakamega Low N,38,2,8,ECAVL16/ECAVL17,13,3.372888816,76,4,0.891891892,37,3
Kenya,Low Nitrogen,Kakamega Low N,39,2,8,DH01,30,5.79666663,90,2,0.891891892,37,3
Kenya,Low Nitrogen,Kakamega Low N,40,2,8,ECAVL1/ECAVL2,1,5.434374966,79,2,1.057142857,35,2.5
Kenya,Low Nitrogen,Kakamega Low N,41,2,9,ECAVL2/ECAVL17,9,6.570829206,79,6,1.028571429,35,2.5
Kenya,Low Nitrogen,Kakamega Low N,42,2,9,ECAVL2/ECAVL16-STR,8,5.937272744,79,2,1.028571429,35,2.5
Kenya,Low Nitrogen,Kakamega Low N,43,2,9,NIP25-#,28,2.995833905,75,6,1.066666667,30,3.5
Kenya,Low Nitrogen,Kakamega Low N,44,2,9,ECAVL1/ECAVL17,4,3.452586667,79,2,1,33,3.5
Kenya,Low Nitrogen,Kakamega Low N,45,2,9,ECAVL18/NIP25,21,5.703192381,75,6,1.125,32,2.5
Kenya,Low Nitrogen,Kakamega Low N,46,2,10,ECAVL17-#,26,3.725035683,77,8,0.970588235,34,3
Kenya,Low Nitrogen,Kakamega Low N,47,2,10,ECAVL16/ECAVL16-STR,12,3.805601959,76,5,1.090909091,33,3
Kenya,Low Nitrogen,Kakamega Low N,48,2,10,ECAVL16-#,24,2.054144,76,5,0.857142857,35,3.5
Kenya,Low Nitrogen,Kakamega Low N,49,2,10,ECAVL2-#,23,4.336901224,77,4,0.911764706,34,2.5
Kenya,Low Nitrogen,Kakamega Low N,50,2,10,ECAVL18-#,27,2.959596844,79,2,1.193548387,31,3.5
Kenya,Low Nitrogen,Kakamega Low N,51,2,11,ECAVL16-STR/NIP25,18,4.192525351,76,5,1.088235294,34,2.5
Kenya,Low Nitrogen,Kakamega Low N,52,2,11,ECAVL1/NIP25,6,3.07582781,76,5,1.034482759,29,3.5
Kenya,Low Nitrogen,Kakamega Low N,53,2,11,ECAVL2/ECAVL18,10,5.008648707,76,5,1.090909091,33,2.5
Kenya,Low Nitrogen,Kakamega Low N,54,2,11,ECAVL16/NIP25,15,2.821082848,76,5,1.166666667,30,3
Kenya,Low Nitrogen,Kakamega Low N,55,2,11,ECAVL17/NIP25,20,3.954576544,76,5,0.944444444,36,3
Kenya,Low Nitrogen,Kakamega Low N,56,2,12,ECAVL1/ECAVL18,5,4.077340444,76,5,1,34,3
Kenya,Low Nitrogen,Kakamega Low N,57,2,12,ECAVL16-STR-#,25,3.238855111,81,4,1.029411765,34,3.5
Kenya,Low Nitrogen,Kakamega Low N,58,2,12,ECAVL17/ECAVL18,19,3.913602612,76,5,1.590909091,22,3
Kenya,Low Nitrogen,Kakamega Low N,59,2,12,ECAVL2/NIP25,11,3.920648707,76,5,1.161290323,31,3
Kenya,Low Nitrogen,Kakamega Low N,60,2,12,ECAVL1-#,22,2.514686259,81,5,1.28,25,4
Kenya,Low Nitrogen,Kakamega Low N,61,3,13,ECAVL1/ECAVL18,5,4.658712381,76,5,1.088235294,34,2.5
Kenya,Low Nitrogen,Kakamega Low N,62,3,13,ECAVL2-#,23,3.982050395,79,6,0.967741935,31,2.5
Kenya,Low Nitrogen,Kakamega Low N,63,3,13,NIP25-#,28,2.936445388,76,5,1.096774194,31,3
Kenya,Low Nitrogen,Kakamega Low N,64,3,13,ECAVL1/ECAVL16,2,2.309382385,76,5,1,30,3.5
Kenya,Low Nitrogen,Kakamega Low N,65,3,13,ECAVL16/NIP25,15,2.64380546,76,5,1.133333333,30,3
Kenya,Low Nitrogen,Kakamega Low N,66,3,14,ECAVL18/NIP25,21,4.808871184,76,5,1,33,2.5
Kenya,Low Nitrogen,Kakamega Low N,67,3,14,ECAVL1/NIP25,6,4.757101134,76,5,1.1875,32,2.5
Kenya,Low Nitrogen,Kakamega Low N,68,3,14,ECAVL17/ECAVL18,19,3.754167438,76,5,1.060606061,33,3
Kenya,Low Nitrogen,Kakamega Low N,69,3,14,ECAVL16-#,24,1.709852444,76,5,0.78125,32,3.5
Kenya,Low Nitrogen,Kakamega Low N,70,3,14,ECAVL2/ECAVL16,7,4.494027175,76,5,1.15625,32,2.5
Kenya,Low Nitrogen,Kakamega Low N,71,3,15,ECAVL16-STR/ECAVL17,16,4.348447347,76,2,1,34,3
Kenya,Low Nitrogen,Kakamega Low N,72,3,15,ECAVL16-STR/ECAVL18,17,3.573258449,76,5,1,34,3
Kenya,Low Nitrogen,Kakamega Low N,73,3,15,ECAVL1-#,22,3.035544671,79,2,0.885714286,35,3.5
Kenya,Low Nitrogen,Kakamega Low N,74,3,15,ECAVL17/NIP25,20,4.568988154,76,5,0.970588235,34,3
Kenya,Low Nitrogen,Kakamega Low N,75,3,15,ECAVL18-#,27,3.695153923,79,2,1.172413793,29,3.5
Kenya,Low Nitrogen,Kakamega Low N,76,3,16,ECAVL1/ECAVL2,1,4.501053533,81,0,1.259259259,27,2.5
Kenya,Low Nitrogen,Kakamega Low N,77,3,16,ECAVL17-#,26,3.333454367,79,6,0.90625,32,3
Kenya,Low Nitrogen,Kakamega Low N,78,3,16,ECAVL2/ECAVL17,9,4.198742494,79,2,0.939393939,33,2.5
Kenya,Low Nitrogen,Kakamega Low N,79,3,16,ECAVL16-STR/NIP25,18,2.86205678,76,5,0.818181818,33,3
Kenya,Low Nitrogen,Kakamega Low N,80,3,16,ECAVL16/ECAVL18,14,2.304073143,76,5,1,29,3
Kenya,Low Nitrogen,Kakamega Low N,81,3,17,ECAVL2/ECAVL16-STR,8,4.875009741,78,3,1.027027027,37,3
Kenya,Low Nitrogen,Kakamega Low N,82,3,17,ECAVL16-STR-#,25,2.364468245,76,9,0.875,32,4
Kenya,Low Nitrogen,Kakamega Low N,83,3,17,ECAVL2/ECAVL18,10,4.100353741,79,6,1.1,30,3
Kenya,Low Nitrogen,Kakamega Low N,84,3,17,ECAVL1/ECAVL16-STR,3,2.868116027,76,9,0.870967742,31,3.5
Kenya,Low Nitrogen,Kakamega Low N,85,3,17,ECAVL16/ECAVL17,13,2.758812735,81,4,0.96875,32,3.5
Kenya,Low Nitrogen,Kakamega Low N,86,3,18,ECAVL2/NIP25,11,3.638706213,76,9,0.84,25,3
Kenya,Low Nitrogen,Kakamega Low N,87,3,18,DH01,30,3.34344127,90,2,0.903225806,31,4
Kenya,Low Nitrogen,Kakamega Low N,88,3,18,ECAVL16/ECAVL16-STR,12,3.539527982,76,5,1.064516129,31,2.5
Kenya,Low Nitrogen,Kakamega Low N,89,3,18,CML202/CML395/CML312-RE,29,2.465383329,76,0,1.153846154,13,3
Kenya,Low Nitrogen,Kakamega Low N,90,3,18,ECAVL1/ECAVL17,4,4.448316372,76,5,0.972972973,37,3
Kenya,Drought,Kiboko,1,1,1,ECAVL1/NIP25,6,1.454019048,68,8,0.5,30,3
Kenya,Drought,Kiboko,2,1,1,ECAVL16/ECAVL16-STR,12,0.857632653,68,15,0.277777778,36,2.5
Kenya,Drought,Kiboko,3,1,1,ECAVL16-#,24,0.714612245,69,16,0.44,25,3
Kenya,Drought,Kiboko,4,1,1,ECAVL1/ECAVL17,4,1.756457143,70,6,0.428571429,35,2.5
Kenya,Drought,Kiboko,5,1,1,ECAVL18/NIP25,21,2.616239456,69,7,0.64516129,31,2
Kenya,Drought,Kiboko,6,1,2,ECAVL17-#,26,0.396961451,71,19,0.171428571,35,3.5
Kenya,Drought,Kiboko,7,1,2,CML202/CML395/CML312-RE,29,0.238176871,70,15,0.142857143,35,3.5
Kenya,Drought,Kiboko,8,1,2,ECAVL16-STR/NIP25,18,0.57162449,69,9,0.235294118,34,3
Kenya,Drought,Kiboko,9,1,2,ECAVL18-#,27,0.969581859,69,12,0.27027027,37,3
Kenya,Drought,Kiboko,10,1,2,ECAVL2/ECAVL17,9,1.582383673,69,14,0.27027027,37,3
Kenya,Drought,Kiboko,11,1,3,ECAVL1/ECAVL2,1,1.41495873,69,14,0.361111111,36,2.5
Kenya,Drought,Kiboko,12,1,3,ECAVL17/ECAVL18,19,2.36524263,69,9,0.485714286,35,2
Kenya,Drought,Kiboko,13,1,3,ECAVL2-#,23,1.849596372,71,10,0.351351351,37,2.5
Kenya,Drought,Kiboko,14,1,3,ECAVL1/ECAVL18,5,1.25525805,68,8,0.324324324,37,3
Kenya,Drought,Kiboko,15,1,3,ECAVL1/ECAVL16,2,0.666971429,66,19,0.235294118,34,3
Kenya,Drought,Kiboko,16,1,4,ECAVL1-#,22,1.175140136,70,7,0.351351351,37,3
Kenya,Drought,Kiboko,17,1,4,ECAVL16-STR/ECAVL18,17,1.178361905,71,11,0.272727273,33,3
Kenya,Drought,Kiboko,18,1,4,NIP25-#,28,1.374751927,70,7,0.323529412,34,3
Kenya,Drought,Kiboko,19,1,4,ECAVL1/ECAVL16-STR,3,1.474336508,69,7,0.361111111,36,3
Kenya,Drought,Kiboko,20,1,4,ECAVL16-STR/ECAVL17,16,1.572266667,68,8,0.294117647,34,2.5
Kenya,Drought,Kiboko,21,1,5,ECAVL16-STR-#,25,0.825679819,70,10,0.181818182,33,3
Kenya,Drought,Kiboko,22,1,5,ECAVL16/ECAVL17,13,0.619259864,68,22,0.138888889,36,3
Kenya,Drought,Kiboko,23,1,5,PHB3253,30,0.238176871,68,6,0.135135135,37,4
Kenya,Drought,Kiboko,24,1,5,ECAVL16/NIP25,15,0.746372789,68,10,0.216216216,37,3
Kenya,Drought,Kiboko,25,1,5,ECAVL2/ECAVL16-STR,8,0.984689342,71,19,0.243243243,37,3
Kenya,Drought,Kiboko,26,1,6,ECAVL2/ECAVL16,7,1.175945578,69,13,0.25,36,2.5
Kenya,Drought,Kiboko,27,1,6,ECAVL2/ECAVL18,10,1.676451701,68,8,0.289473684,38,2.5
Kenya,Drought,Kiboko,28,1,6,ECAVL2/NIP25,11,1.461777778,68,6,0.264705882,34,2.5
Kenya,Drought,Kiboko,29,1,6,ECAVL17/NIP25,20,0.921371429,70,12,0.257142857,35,3
Kenya,Drought,Kiboko,30,1,6,ECAVL16/ECAVL18,14,0.07939229,68,10,0.0625,32,4.5
Kenya,Drought,Kiboko,31,2,7,ECAVL1-#,22,0.603381406,69,7,0.303030303,33,3
Kenya,Drought,Kiboko,32,2,7,ECAVL16-STR/NIP25,18,0.682851701,69,10,0.263157895,38,3
Kenya,Drought,Kiboko,33,2,7,ECAVL17/NIP25,20,0.476353741,68,.,0.162162162,37,3
Kenya,Drought,Kiboko,34,2,7,ECAVL16/ECAVL16-STR,12,0.857436735,68,11,0.27027027,37,3
Kenya,Drought,Kiboko,35,2,7,ECAVL1/ECAVL2,1,1.522412698,68,15,0.421052632,38,2.5
Kenya,Drought,Kiboko,36,2,8,ECAVL18/NIP25,21,1.831573696,69,5,0.432432432,37,2.5
Kenya,Drought,Kiboko,37,2,8,ECAVL16/ECAVL18,14,1.328,69,16,0.363636364,33,2.5
Kenya,Drought,Kiboko,38,2,8,ECAVL16/ECAVL17,13,0.921055782,68,12,0.25,36,3
Kenya,Drought,Kiboko,39,2,8,ECAVL2-#,23,2.370751927,70,8,0.459459459,37,2.5
Kenya,Drought,Kiboko,40,2,8,ECAVL18-#,27,1.416780045,70,10,0.4,35,3
Kenya,Drought,Kiboko,41,2,9,ECAVL16-STR-#,25,1.325440363,70,12,0.25,36,3
Kenya,Drought,Kiboko,42,2,9,ECAVL2/ECAVL18,10,2.85316644,70,7,0.540540541,37,2
Kenya,Drought,Kiboko,43,2,9,ECAVL1/ECAVL18,5,2.960716553,68,2,0.621621622,37,2.5
Kenya,Drought,Kiboko,44,2,9,NIP25-#,28,0.4922322,68,.,0.2,35,3
Kenya,Drought,Kiboko,45,2,9,ECAVL1/ECAVL17,4,1.713690703,68,12,0.297297297,37,2.5
Kenya,Drought,Kiboko,46,2,10,ECAVL1/NIP25,6,1.560798186,66,3,0.473684211,38,2.5
Kenya,Drought,Kiboko,47,2,10,ECAVL17-#,26,0.95292517,69,21,0.194444444,36,3
Kenya,Drought,Kiboko,48,2,10,ECAVL1/ECAVL16,2,1.836821769,68,10,0.378378378,37,2.5
Kenya,Drought,Kiboko,49,2,10,ECAVL2/ECAVL16-STR,8,1.851918367,70,13,0.421052632,38,3
Kenya,Drought,Kiboko,50,2,10,ECAVL16-STR/ECAVL18,17,1.463822222,68,8,0.297297297,37,3
Kenya,Drought,Kiboko,51,2,11,ECAVL16/NIP25,15,2.219586395,67,9,0.583333333,36,2
Kenya,Drought,Kiboko,52,2,11,ECAVL2/NIP25,11,2.094889796,70,8,0.368421053,38,2.5
Kenya,Drought,Kiboko,53,2,11,ECAVL1/ECAVL16-STR,3,2.785219048,71,5,0.575757576,33,2
Kenya,Drought,Kiboko,54,2,11,CML202/CML395/CML312-RE,29,2.104016327,69,7,0.513513514,37,2
Kenya,Drought,Kiboko,55,2,11,ECAVL16-#,24,1.499907483,68,11,0.361111111,36,2
Kenya,Drought,Kiboko,56,2,12,ECAVL16-STR/ECAVL17,16,1.289240816,70,15,0.361111111,36,3
Kenya,Drought,Kiboko,57,2,12,ECAVL2/ECAVL17,9,1.723646259,70,9,0.405405405,37,2.5
Kenya,Drought,Kiboko,58,2,12,PHB3253,30,0.873414966,68,5,0.264705882,34,3.5
Kenya,Drought,Kiboko,59,2,12,ECAVL17/ECAVL18,19,1.611247166,68,12,0.297297297,37,2.5
Kenya,Drought,Kiboko,60,2,12,ECAVL2/ECAVL16,7,1.727216327,68,9,0.378378378,37,2.5
Kenya,Drought,Kiboko,61,3,13,ECAVL16-STR/NIP25,18,1.255401361,68,15,0.342857143,35,3
Kenya,Drought,Kiboko,62,3,13,ECAVL16-STR/ECAVL18,17,2.771504762,68,8,0.542857143,35,2
Kenya,Drought,Kiboko,63,3,13,ECAVL16/NIP25,15,1.759401361,68,10,0.324324324,37,3.5
Kenya,Drought,Kiboko,64,3,13,ECAVL1/ECAVL18,5,1.672380952,68,9,0.361111111,36,3
Kenya,Drought,Kiboko,65,3,13,ECAVL2/ECAVL16,7,1.365703401,68,12,0.314285714,35,3
Kenya,Drought,Kiboko,66,3,14,ECAVL17-#,26,0.634993197,70,15,0.216216216,37,3.5
Kenya,Drought,Kiboko,67,3,14,ECAVL16-STR-#,25,0.841462132,69,7,0.216216216,37,3
Kenya,Drought,Kiboko,68,3,14,ECAVL17/NIP25,20,1.773583673,68,10,0.305555556,36,2.5
Kenya,Drought,Kiboko,69,3,14,ECAVL2-#,23,2.596206803,70,6,0.513513514,37,2
Kenya,Drought,Kiboko,70,3,14,ECAVL16-#,24,1.270131519,67,10,0.394736842,38,3
Kenya,Drought,Kiboko,71,3,15,ECAVL1/NIP25,6,1.988273923,68,2,0.459459459,37,3
Kenya,Drought,Kiboko,72,3,15,ECAVL17/ECAVL18,19,1.620030839,68,7,0.486486486,37,3
Kenya,Drought,Kiboko,73,3,15,NIP25-#,28,1.352907029,68,2,0.454545455,33,3
Kenya,Drought,Kiboko,74,3,15,ECAVL16/ECAVL17,13,1.624228571,66,1,0.444444444,36,3
Kenya,Drought,Kiboko,75,3,15,ECAVL2/NIP25,11,1.159127438,68,5,0.314285714,35,3
Kenya,Drought,Kiboko,76,3,16,ECAVL1/ECAVL16,2,0.46031746,65,17,0.181818182,33,3.5
Kenya,Drought,Kiboko,77,3,16,ECAVL16/ECAVL18,14,0.857240816,67,15,0.257142857,35,3
Kenya,Drought,Kiboko,78,3,16,ECAVL1/ECAVL16-STR,3,1.127112925,69,7,0.382352941,34,3.5
Kenya,Drought,Kiboko,79,3,16,ECAVL16/ECAVL16-STR,12,1.381268027,68,13,0.411764706,34,3
Kenya,Drought,Kiboko,80,3,16,ECAVL2/ECAVL17,9,1.578612245,70,11,0.371428571,35,3
Kenya,Drought,Kiboko,81,3,17,ECAVL2/ECAVL18,10,2.402902494,68,6,0.571428571,35,2.5
Kenya,Drought,Kiboko,82,3,17,PHB3253,30,2.087635374,68,3,0.5,34,3
Kenya,Drought,Kiboko,83,3,17,ECAVL18/NIP25,21,2.217200907,67,4,0.527777778,36,3
Kenya,Drought,Kiboko,84,3,17,ECAVL1-#,22,1.318062585,68,10,0.441176471,34,3
Kenya,Drought,Kiboko,85,3,17,CML202/CML395/CML312-RE,29,2.28362449,69,8,0.4375,32,2.5
Kenya,Drought,Kiboko,86,3,18,ECAVL16-STR/ECAVL17,16,1.526770068,71,11,0.388888889,36,3
Kenya,Drought,Kiboko,87,3,18,ECAVL1/ECAVL17,4,1.270421769,69,14,0.333333333,33,3
Kenya,Drought,Kiboko,88,3,18,ECAVL1/ECAVL2,1,2.85686712,70,1,0.647058824,34,2
Kenya,Drought,Kiboko,89,3,18,ECAVL2/ECAVL16-STR,8,2.972504308,71,7,0.64516129,31,2
Kenya,Drought,Kiboko,90,3,18,ECAVL18-#,27,2.411493878,68,3,0.6875,32,2.5
Kenya,Optimal,Kakamega,1,1,1,ECAVL2/ECAVL18,10,8.487386848,73,0,1.243243243,37,2
Kenya,Optimal,Kakamega,2,1,1,ECAVL16/NIP25,15,6.869942857,72,0,1.485714286,35,3
Kenya,Optimal,Kakamega,3,1,1,ECAVL17-#,26,4.682001995,73,2,0.864864865,37,3.5
Kenya,Optimal,Kakamega,4,1,1,ECAVL1/ECAVL18,5,7.727612517,73,-1,0.888888889,36,2.5
Kenya,Optimal,Kakamega,5,1,1,ECAVL16/ECAVL18,14,6.808363537,73,0,1.342105263,38,2.5
Kenya,Optimal,Kakamega,6,1,2,ECAVL2/ECAVL17,9,8.963639728,75,0,1.184210526,38,2
Kenya,Optimal,Kakamega,7,1,2,ECAVL16-STR-#,25,6.523855238,77,-1,1.457142857,35,2.5
Kenya,Optimal,Kakamega,8,1,2,ECAVL1/ECAVL2,1,7.998008889,75,-2,1.184210526,38,2.5
Kenya,Optimal,Kakamega,9,1,2,ECAVL16-#,24,4.345141406,72,1,1.161290323,31,3
Kenya,Optimal,Kakamega,10,1,2,ECAVL16/ECAVL17,13,6.912673379,72,1,1.028571429,35,2
Kenya,Optimal,Kakamega,11,1,3,ECAVL17/ECAVL18,19,7.917531429,73,2,0.973684211,38,2
Kenya,Optimal,Kakamega,12,1,3,ECAVL2-#,23,6.607984036,76,0,1.294117647,34,3
Kenya,Optimal,Kakamega,13,1,3,ECAVL16/ECAVL16-STR,12,5.199455782,75,0,1.3,30,2.5
Kenya,Optimal,Kakamega,14,1,3,ECAVL16-STR/NIP25,18,4.796476372,73,0,1.259259259,27,3.5
Kenya,Optimal,Kakamega,15,1,3,ECAVL2/ECAVL16,7,5.969345306,75,0,1.058823529,34,2.5
Kenya,Optimal,Kakamega,16,1,4,ECAVL18/NIP25,21,5.905249524,75,0,1.333333333,27,2.5
Kenya,Optimal,Kakamega,17,1,4,ECAVL1/ECAVL17,4,6.754481633,75,0,1,34,2.5
Kenya,Optimal,Kakamega,18,1,4,ECAVL18-#,27,5.764376961,75,0,1,37,3.5
Kenya,Optimal,Kakamega,19,1,4,ECAVL2/NIP25,11,6.484924082,75,0,1.21875,32,3
Kenya,Optimal,Kakamega,20,1,4,DH01,30,6.663198186,79,0,1.054054054,37,2
Kenya,Optimal,Kakamega,21,1,5,ECAVL1-#,22,1.11657912,75,0,1.210526316,38,2.5
Kenya,Optimal,Kakamega,22,1,5,CML202/CML395/CML312-RE,29,5.072843175,76,0,1.904761905,21,2.5
Kenya,Optimal,Kakamega,23,1,5,ECAVL2/ECAVL16-STR,8,8.039012426,76,0,0.958333333,24,2
Kenya,Optimal,Kakamega,24,1,5,ECAVL1/ECAVL16-STR,3,6.213590204,75,-2,1.205882353,34,3
Kenya,Optimal,Kakamega,25,1,5,ECAVL16-STR/ECAVL17,16,7.942251973,75,0,1.108108108,37,2.5
Kenya,Optimal,Kakamega,26,1,6,ECAVL1/NIP25,6,7.222346304,73,0,1.105263158,38,3
Kenya,Optimal,Kakamega,27,1,6,NIP25-#,28,6.643461224,73,-1,1.323529412,34,3
Kenya,Optimal,Kakamega,28,1,6,ECAVL17/NIP25,20,9.266404717,72,0,1.222222222,36,2
Kenya,Optimal,Kakamega,29,1,6,ECAVL1/ECAVL16,2,5.049504218,73,-1,1.225806452,31,3
